case,family,rows,columns,required_columns,method,n,median_ms,min_ms,max_ms,ratio_to_current_dibble,ratio_to_stata_full
strl_low-n10000-p4,strl_low,10000,4,1,tibble,8,10.421875,10.3125,10.90625,0.9896142433234422,9.101364522417155
strl_low-n10000-p4,strl_low,10000,4,1,skip_type_capture,8,10.515625,10.40625,10.78125,0.9985163204747775,9.183235867446394
strl_low-n10000-p4,strl_low,10000,4,1,skip_prepare_type_capture,8,10.375,10.28125,10.65625,0.9851632047477745,9.060428849902534
strl_low-n10000-p4,strl_low,10000,4,1,direct,8,10.765625,9.96875,11.8125,1.0222551928783383,9.401559454191034
strl_low-n10000-p4,strl_low,10000,4,1,known5,8,3.3187499999999996,2.9749999999999996,3.6999999999999997,0.31513353115727,2.8982456140350874
strl_low-n10000-p4,strl_low,10000,4,1,known_all,8,10.859375,10.5,12.15625,1.0311572700296734,9.483430799220272
strl_low-n10000-p4,strl_low,10000,4,1,stata_full,8,1.1450892857142858,1.075892857142857,1.2455357142857144,0.10873251377702416,1.0
strl_low-n10000-p4,strl_low,10000,4,1,stata_projected,8,0.7578125,0.73828125,0.818359375,0.07195845697329377,0.6617933723196882
strl_high-n10000-p4,strl_high,10000,4,1,dibble,8,24.90909090909091,24.136363636363637,27.363636363636363,1.0,9.199730195608183
strl_high-n10000-p4,strl_high,10000,4,1,tibble,8,25.055555555555554,23.444444444444446,28.61111111111111,1.0058799675587995,9.253824310708069
strl_high-n10000-p4,strl_high,10000,4,1,skip_type_capture,8,25.65,24.2,26.4,1.0297445255474453,9.473371805441055
strl_high-n10000-p4,strl_high,10000,4,1,skip_prepare_type_capture,8,26.1,25.4,26.8,1.0478102189781022,9.63957131079967
strl_high-n10000-p4,strl_high,10000,4,1,direct,8,27.1,25.4,28.599999999999998,1.087956204379562,10.008903544929927
strl_high-n10000-p4,strl_high,10000,4,1,known5,8,10.296875,10.03125,10.71875,0.41337819343065696,3.8029678483099754
strl_high-n10000-p4,strl_high,10000,4,1,known_all,8,25.636363636363633,24.545454545454547,27.727272727272727,1.0291970802919708,9.468335456793824
strl_high-n10000-p4,strl_high,10000,4,1,stata_full,8,2.707589285714286,2.111607142857143,3.513392857142857,0.10869883993743483,1.0
strl_high-n10000-p4,strl_high,10000,4,1,stata_projected,8,1.96484375,1.9140625,2.3359375,0.07888058850364964,0.7256801319043693
strl_low-n1000-p32,strl_low,1000,32,2,dibble,8,9.203125,8.96875,9.71875,1.0,10.709090909090909
strl_low-n1000-p32,strl_low,1000,32,2,tibble,8,8.828125,8.4375,9.09375,0.9592529711375212,10.272727272727272
strl_low-n1000-p32,strl_low,1000,32,2,skip_type_capture,8,8.796875,8.5,9.65625,0.9558573853989812,10.236363636363635
strl_low-n1000-p32,strl_low,1000,32,2,skip_prepare_type_capture,8,8.796875,8.5625,9.09375,0.9558573853989812,10.236363636363635
strl_low-n1000-p32,strl_low,1000,32,2,direct,8,8.375,8.28125,8.9375,0.9100169779286928,9.745454545454546
strl_low-n1000-p32,strl_low,1000,32,2,known5,8,1.2708333333333333,1.2604166666666665,1.3229166666666667,0.1380871533672892,1.4787878787878788
strl_low-n1000-p32,strl_low,1000,32,2,known_all,8,9.203125,8.84375,9.59375,1.0,10.709090909090909
strl_low-n1000-p32,strl_low,1000,32,2,stata_full,8,0.859375,0.84375,0.865234375,0.0933786078098472,1.0
strl_low-n1000-p32,strl_low,1000,32,2,stata_projected,8,0.2470703125,0.240234375,0.255859375,0.02684634974533107,0.2875
strl_high-n1000-p32,strl_high,1000,32,2,dibble,8,94.5,92.66666666666667,101.66666666666667,1.0,8.251023192360163
strl_high-n1000-p32,strl_high,1000,32,2,tibble,8,93.83333333333333,92.00000000000001,103.0,0.9929453262786595,8.19281491587085
strl_high-n1000-p32,strl_high,1000,32,2,skip_type_capture,8,94.16666666666667,92.33333333333334,100.99999999999999,0.9964726631393299,8.221919054115508
strl_high-n1000-p32,strl_high,1000,32,2,skip_prepare_type_capture,8,98.33333333333333,93.00000000000001,102.33333333333333,1.040564373897707,8.585720782173714
strl_high-n1000-p32,strl_high,1000,32,2,direct,8,108.50000000000001,99.66666666666667,123.33333333333334,1.1481481481481484,9.473396998635744
strl_high-n1000-p32,strl_high,1000,32,2,known5,8,34.357142857142854,33.99999999999999,36.85714285714286,0.36356764928193497,2.999805106217112
strl_high-n1000-p32,strl_high,1000,32,2,known_all,8,94.83333333333333,93.00000000000001,102.0,1.00352733686067,8.28012733060482
strl_high-n1000-p32,strl_high,1000,32,2,stata_full,8,11.453125,11.09375,12.78125,0.12119708994708994,1.0
strl_high-n1000-p32,strl_high,1000,32,2,stata_projected,8,11.875,11.65625,12.0625,0.12566137566137567,1.0368349249658937
strl_low-n10000-p32,strl_low,10000,32,2,dibble,8,81.25,78.75,87.25,1.0,10.358565737051793
strl_low-n10000-p32,strl_low,10000,32,2,tibble,8,81.5,80.75,86.0,1.003076923076923,10.390438247011952
strl_low-n10000-p32,strl_low,10000,32,2,skip_type_capture,8,81.375,81.25,83.5,1.0015384615384615,10.374501992031872
strl_low-n10000-p32,strl_low,10000,32,2,skip_prepare_type_capture,8,81.625,81.25,84.5,1.0046153846153847,10.406374501992032
strl_low-n10000-p32,strl_low,10000,32,2,direct,8,81.75,80.5,84.25,1.0061538461538462,10.422310756972111
strl_low-n10000-p32,strl_low,10000,32,2,known5,8,5.96875,5.895833333333333,6.416666666666667,0.07346153846153847,0.7609561752988048
strl_low-n10000-p32,strl_low,10000,32,2,known_all,8,81.875,79.0,86.0,1.0076923076923077,10.43824701195219
strl_low-n10000-p32,strl_low,10000,32,2,stata_full,8,7.84375,7.71875,8.125,0.09653846153846153,1.0
strl_low-n10000-p32,strl_low,10000,32,2,stata_projected,8,1.265625,1.1473214285714286,1.4419642857142858,0.015576923076923077,0.16135458167330677
strl_high-n10000-p32,strl_high,10000,32,2,dibble,8,185.25,179.5,193.5,1.0,9.548969072164947
strl_high-n10000-p32,strl_high,10000,32,2,tibble,8,185.25,182.0,194.0,1.0,9.548969072164947
strl_high-n10000-p32,strl_high,10000,32,2,skip_type_capture,8,185.25,182.5,207.0,1.0,9.548969072164947
strl_high-n10000-p32,strl_high,10000,32,2,skip_prepare_type_capture,8,184.75,180.5,194.5,0.9973009446693657,9.523195876288659
strl_high-n10000-p32,strl_high,10000,32,2,direct,8,192.0,183.0,202.0,1.0364372469635628,9.896907216494846
strl_high-n10000-p32,strl_high,10000,32,2,known5,8,43.91666666666667,41.166666666666664,46.99999999999999,0.2370670265407108,2.2637457044673543
strl_high-n10000-p32,strl_high,10000,32,2,known_all,8,190.0,186.5,203.5,1.0256410256410258,9.79381443298969
strl_high-n10000-p32,strl_high,10000,32,2,stata_full,8,19.400000000000002,18.950000000000003,19.849999999999998,0.10472334682861,1.0
strl_high-n10000-p32,strl_high,10000,32,2,stata_projected,8,13.359375,13.0625,14.0,0.07211538461538461,0.6886275773195876
